Company Name,Website,Industry,Product/Service Category,"Business Type (B2B, B2B2C)",Employees Count,Revenue,Year Founded,BBB Rating,Street,City,State,Company Phone,Company LinkedIn,Owner's First Name,Owner's Last Name,Owner's Title,Owner's LinkedIn,Owner's Phone Number,Owner's Email,Source
AWARE7 GmbH,https://www.linkedin.com/company/aware7,"We are a cyber security company based in Gelsenkirchen, Germany. We develop products and provide services to promote, enhance and maintain IT security levels.","Sensibilisierung, Penetrationstests, Awareness, IT-Security, Cybersecurity, and Phishing",<function <lambda> at 0x7ea4e77326b0>,38,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,Munscheidstraße 14,Ge,+1-983-560-3375x30912,https://www.linkedin.com/company/aware7,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Balcony,https://www.linkedin.com/company/balcony-technology,"Balcony revolutionizes trust and integrity by introducing secure, decentralized data control that bridges the gap between governments, citizens, and private enterprises. Unlike existing software, which tends to compartmentalize stakeholders for security reasons, Balcony has pioneered a secure technology that facilitates the complete integration of all parties without compromising security.","Web 3, reNFT, Blockchain, Real Estate, PropTech, and GovTech",<function <lambda> at 0x7ea4e77326b0>,11,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,80 River St,Su,+1-983-560-3375x30912,https://www.linkedin.com/company/balcony-technology,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
more2,https://www.linkedin.com/company/more2,"We are the leading insight and analysis business for retail, ecommerce, and travel. We are data-led, insight-driven, and rich in experience. We are the growth partner to over 100 brands. We combine strategic thinking with operational excellence powered by the world’s leading technology to help you make the most of your customer data. We will challenge you, ask the hard questions, and never take the easy way out. Excellence is in our DNA and we deliver the best results for our clients every single day. We are your customer data platform, your reporting and your insight. We are your marketing strategy, your customer communications, your forecasting and your benchmarking. We are more2.","Ecommerce, Database Marketing, Strategic Consulting, Analytics, Email Marketing, Media, customereconomics, Digital, retail, mailorder, stores, online, and insight",<function <lambda> at 0x7ea4e77326b0>,129,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,2 Valentine Place,Lo,+1-983-560-3375x30912,https://www.linkedin.com/company/more2,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Filament Syfter,https://www.linkedin.com/company/filament-ai,"The data backbone for Private Markets, enabling PE firms to integrate, interrogate and enrich their proprietary market intelligence.","AI Consultancy, Computer Vision, Natural Language Processing, Machine Learning, AI Education, Virtual Assistants, Chatbots, Discovery Platforms, Robotic Process Automation, Intelligent Process Automation, Artificial Intelligence Agency, NLP, and DialogFlow Recommended Partner",<function <lambda> at 0x7ea4e77326b0>,42,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,Cargo Works,Lo,+1-983-560-3375x30912,https://www.linkedin.com/company/filament-ai,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Apadmi,https://www.linkedin.com/company/apadmi-ltd,"Experts in everything mobile, Apadmi has over 270 experts based across their HQ in Manchester's Media City and their hubs in London, Edinburgh, and Amsterdam. Apadmi designs, develops and optimises mobile apps for leading brands. We unlock new value through strategy, platforms, middleware and systems integrations that transform the way they work. By taking time to truly understand your needs, we can create mobile experiences that not only meet your requirements now, but continue to deliver genuine benefits into the future – both for your business and your customers. We help solve business challenges through next-generation mobile experiences for the likes of Domino's, Co-op, NHS, TalkTalk, Charles Stanley and Asda.","Consultancy, Mobile Apps, iOS, iPhone, Android, Mobile Development, Server Development, Internet of Things (IoT), Virtual Reality (VR), Augmented Reality (AR), Artificial Intelligence (AI), Machine Learning, App Store Omptimisation , UX/UI Design, Product Strategy, Tech Strategy, User Research, Technology Strategy, and Product Innovation",<function <lambda> at 0x7ea4e77326b0>,295,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,Level 9,An,+1-983-560-3375x30912,https://www.linkedin.com/company/apadmi-ltd,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
QueryClick,https://www.linkedin.com/company/queryclick,"QueryClick is a high performance digital marketing agency with unique, revolutionary software that allows complete elimination of wasted spend and automated new customer acquisition. This addresses the fears of the 50% of brands that don’t have a functioning attribution model to justify their investments and the 93% of brands that believe up to one-fifth of their ads are viewed by robots. Every channel, strategy and action can be optimised by QueryClick’s unique attribution forecasting technology, which uses machine-learning and historical data to simulate billions of future outcomes. This enables you to proactively identify adjustments to your strategies across marketing channels in near-real-time, maximising investment performance. Additional unique technologies enable proprietary optimisation techniques that underpin QueryClick’s services, including paid and organic search, programmatic display, conversion rate optimisation, social campaigns, content and insights. Clients include Quiz Clothing, Hobbycraft, EE, Wolseley, BT Group and Tesco.","Search Engine Optimisation, SEO, Search Engine Marketing, SEM, Web Content Management, Design and Development, Web Copywriting, PPC, Pay Per Click, Conversion Rate Optimisation, CRO, Multinational SEO, Social Media Strategy, Display Advertising, Digital Public Relations, Inbound Marketing, Link-building , Integrated Marketing, Analytics, and Attribution software",<function <lambda> at 0x7ea4e77326b0>,39,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,10 Waterloo Place,Le,+1-983-560-3375x30912,https://www.linkedin.com/company/queryclick,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
PayFit France,https://www.linkedin.com/company/payfit,"PayFit simplifies payroll management and HR processes for SMBs. We have built a fast, intuitive and automated SaaS solution to help business owners and HR professionals save time and money allowing them to refocus and what really matters: their employees. We have set ourselves a mission to support the digital transformation of HR management through our ever growing range of product features and services. We have a strong presence in France since 2015 and have been quickly growing in Spain and the UK. More than 6500 companies such as Biocoop, Heetch or Gymlib to name a few already trust us. Over 700 PayFiters have already joined the adventure and we have raised 254M€ to keep growing.","Paie, HR, Bulletin de paie, Ressources humaines, Tech, SaaS, Payroll, RH, and SIRH",<function <lambda> at 0x7ea4e77326b0>,740,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,1 Rue de Saint-Pétersbourg,Pa,+1-983-560-3375x30912,https://www.linkedin.com/company/payfit,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Outsized,https://www.linkedin.com/company/outsized,"Outsized is a talent-on-demand platform for large enterprise clients and consulting firms in Asia-Pacific, Africa, and the Middle East. Our focus is on full-time contracts (remote or onsite), typically between 1-12 months. Our clients use us for a broad range of flexible talent needs. Recent examples include digital transformation specialists, project & programme managers, strategy consultants, data scientists, actuaries, innovation consultants, agile coaches, and business analysts. We help our talent upskill so they have better chances of landing their dream projects and charge fair rates. In addition, our members have access to an exclusive Community where they can connect with peers and experts, take part in live events, and find project collaborators. We care about our clients AND our talent. Thus, not only do we make sure our ecosystem members are great at what they do, but we also take pride in only working with fantastic clients who treat independent talent fairly. We have local teams based in Southeast Asia, Middle East, South Africa, India and Europe. Outsized is a Series A, venture-backed company.","Skills matching, Emerging Markets, Private Equity, Banking, Insurance, Consulting, Management consulting, Fintech, Freelancers, Experts, specialist consultants, boutique consulting, management consultancy, freelancers, freelancing, independent consultants, independent professionals, talent on demand, and independent consulting",<function <lambda> at 0x7ea4e77326b0>,68,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,London,En,+1-983-560-3375x30912,https://www.linkedin.com/company/outsized,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Applied Blockchain,https://www.linkedin.com/company/applied-blockchain,Applied Blockchain is a specialised development studio advising and delivering blockchain and privacy solutions tailored to a company's specific needs.,"Distributed Ledger Technology, Blockchain Solutions, Blockchain Development, Software Development, Zero Knowledge Proofs, Confidential Computing, Enclave Computing, Intel SGX, Blockchain Solutions, web3, DeFi, Digital Assets, NFTs, and Tokenization",<function <lambda> at 0x7ea4e77326b0>,78,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,1 Canada Square,Lo,+1-983-560-3375x30912,https://www.linkedin.com/company/applied-blockchain,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
CloudCall,https://www.linkedin.com/company/cloudcall_,"CloudCall's unparalleled CRM integration unifies your communications, improves data quality, increases productivity, and captures all conversations. CloudCall is the voice and communication system for your sales and recruitment teams. Without leaving their CRM or ATS, recruiters and salespeople: • Fly through tasks with click-to-call, list power dialing, and pre-recorded voicemail drops • Seamlessly capture data with integrated notes and automatic call recording • View relevant caller notes and details through inbound caller notifications • Work remotely as efficiently as in the office, using their own devices • Companies better detect issues and replicate best practices via call recordings and live monitoring of calls","Software, Cloud Services, Integrated Communications, and CRM Integration",<function <lambda> at 0x7ea4e77326b0>,133,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,1 Colton Square,Le,+1-983-560-3375x30912,https://www.linkedin.com/company/cloudcall_,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Kofax,https://www.linkedin.com/company/kofax,"We moved! Follow our new page on LinkedIn @ https://www.linkedin.com/company/TungstenAutomation ---- Tungsten Automation, formerly Kofax, is the global leader in intelligent workflow automation solutions with a trusted legacy of 40 years, with a team of 2,200 employees in 32 countries, serving 25,000+ global customers. Our commitment to innovation and customer success has earned us industry recognition, including being named a Leader in IA and IDP by Everest Group and Process Orchestration by Forrester. We are trusted to help businesses gain unprecedented efficiencies and reduce costs through workflow automations that will propel their businesses into the future. For more information, https://www.tungstenautomation.com.","Intelligent Automation, Hyperautomation, Workflow Automation, Robotic Process Automation (RPA), Business Process Management (BPM), Intelligent Document Processing (IDP), Financial Process Automation, Accounts Payable (AP) Automation, Invoice Processing, E-Invoicing, Print Management, Electronic Data Capture, Mobile Capture, Document Management, E-Signature, Digital Mailroom, Customer Onboarding, Transaction Processing, Artificial Intelligence (AI), and Optical Character Recognition (OCR)",<function <lambda> at 0x7ea4e77326b0>,1741,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,15211 Laguna Canyon Road,Ir,+1-983-560-3375x30912,https://www.linkedin.com/company/kofax,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
ECSC | A Daisy Company,https://www.linkedin.com/company/ecsc-ltd,"22 June 2023 – Daisy Corporate Services announced the acquisition of cyber security service provider, ECSC Group plc. About Daisy As a leading provider of IT and communications solutions, Daisy is passionate about making technology work for its customers. With a portfolio spanning Unified Communications, Connectivity and Modern Workplace, through to Cyber Security, Cloud, and Operational Resilience, and with connections to a family of top global tech providers, Daisy’s 1,000-strong skilled workforce helps UK businesses access the broadest range of services no matter where they are their digital journey. As part of the wider Daisy Group established in 2001, Daisy is committed to providing the highest levels of service for UK mid-market organisation and public sector bodies through enterprise-class IT solutions, unrivalled technical expertise, and a passion for people. Further information is available at https://daisyuk.tech/. About ECSC Founded in 2000, ECSC Group plc is the UK's longest running 'full-service' cyber security service provider. ECSC provides expert security breach prevention, detection and response support to organisations across all sectors. ECSC operates from two Security Operations Centres (SOCs): one in Yorkshire, UK, and the other in Brisbane, Australia. ECSCs MDR Division offers flexible 24/7/365 cyber security managed detection, and response support to its clients. The Assurance Division provides guidance, certification to industry standards, and extensive testing services to allow organisations to improve, and demonstrate, their cyber security effectiveness. The Company's broad client base ranges from e-commerce start-ups to global blue-chip organisations, including 10% of the FTSE 100.","PCI DSS Level-1 Certified, Incident Response, ISO 27001, PCI DSS, Penetration Testing, Social Engineering Testing, Vulnerability Assessments, Code Audit, Countersurveillance, Architecture & Systems Design, Cloud Security Solutions, PCI DSS Managed Solutions, GDPR Audit, Artificial Intelligence, MDR, and SIEM",<function <lambda> at 0x7ea4e77326b0>,32,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,28 Campus Road,Li,+1-983-560-3375x30912,https://www.linkedin.com/company/ecsc-ltd,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Fountain,https://www.linkedin.com/company/fountaininc,"Fountain’s all-in-one high volume hiring platform empowers the world’s leading enterprises to find the right people through smart, fast, and seamless recruiting. Candidates can apply anytime, anywhere in minutes, right from their phone. Automated and customizable processes streamline the candidate experience and save time for recruitment teams so they can scale with growing hiring needs. Advanced analytics provide end-to-end process visibility so managers can make swift, data-driven decisions. Throughout the candidate journey, the openly integrated platform enables companies to find, qualify and convert more applicants. Fountain’s global customers hire over 1.2 million workers annually in 78 countries. Why Work with Us: - Generous compensation, San Francisco rate compensation regardless of location in US - 100% Remote and Flexible Hours - Unlimited PTO - Equity grants - Comprehensive healthcare benefits - 16 weeks paid parental leave for all parents - Wellness and gym reimbursement - Home office stipend - Phone stipend - 401K plan - Learning and development reimbursement - Company events - FSA & HSA - Life Insurance & Long-Term Disability/Short-Term Disability Visit us at https://get.fountain.com to learn more.","Contracting, HR Software, On-demand Economy, Independent Workforce Management, Human Resources, and ATS",<function <lambda> at 0x7ea4e77326b0>,340,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,275 Sacramento St,Sa,+1-983-560-3375x30912,https://www.linkedin.com/company/fountaininc,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
WizeHive,https://www.linkedin.com/company/wizehive,"At WizeHive, we are driven by a singular passion: to deliver innovative technology that serves as a force multiplier for good, enabling mission—and purpose-driven organizations to maximize their impact and accelerate positive change in the world. WizeHive empowers purpose-driven organizations to inspire, extend, and amplify their social impact and philanthropic giving initiatives. We offer experiential volunteer events coordinated by our WeHero experience team, employee giving and action solutions on our Bright FundsTM platform, and corporate giving solutions on our next-generation grants and scholarship management platform, NextZenTM.","Project management software, Grants management software, Online collaboration tools, Workflow automation, Application processes, Cloud database management, Open API and integrations, scholarship management software, Employee Engagement, Social Impact, Employee Giving and Volunteering, and Volunteer Experiences",<function <lambda> at 0x7ea4e77326b0>,129,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,555 E North Ln,Su,+1-983-560-3375x30912,https://www.linkedin.com/company/wizehive,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
TransferMate Global Payments,https://www.linkedin.com/company/transfermate,"TransferMate is a global B2B payments technology firm, enabling companies to send and receive cross-border payments faster and easier than ever before. TransferMate has built one of the largest portfolios of payment licences worldwide, including 200+ countries & territories / 140+ currencies / 92 licenses. Leading banks, fintechs & software providers partner with TransferMate to offer an enhanced user experience for their business customers. Using TransferMate’s technology and global banking infrastructure, companies benefit from better exchange rates, greater transparency, and improved reconciliation via direct integration into accounting and ERP systems. The unique TransferMate offering has also attracted major strategic investments from leading banks such as ING Group N.V. and Allied Irish Bank, who have cumulatively invested €51 million in the company.","Foreign Exchange Payments, International Money Transfer, Currency Exchange, Online Payments Platform, and 24x7 Support",<function <lambda> at 0x7ea4e77326b0>,395,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,IDA Business and Technology Park,<function <lambda> at 0x7ea4e6c7bf30>,+1-983-560-3375x30912,https://www.linkedin.com/company/transfermate,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Vezeeta,https://www.linkedin.com/company/vezeeta,"Vezeeta is a patient-centric digital healthcare platform that is re-imagining the future of the out-patient globally. As a a single point-of-care, the platform offers convenient and unparalleled digital journeys to 10 million patients across 78 cities via three outpatient touchpoints –Doctors Consultations, Pharmacy and Diagnostics. Recognized as one of the ‘Most Innovative Company’ by Fast Company and as one of the ‘Top 5 Startups’ by Forbes Middle East, Vezeeta has built an unmatched tech and operational powerhouse that ensures patients’ easy access to healthcare across its growing footprint.","Healthcare IT, Healthcare Practice Management, Physician Practice, Medical Knowledge Support, Patient Relationship Management, Cloud Computing, Electronic Health Records, and Medical Applications",<function <lambda> at 0x7ea4e77326b0>,378,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,Platinum Tower,JL,+1-983-560-3375x30912,https://www.linkedin.com/company/vezeeta,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Ellevest,https://www.linkedin.com/company/ellevest,"We help women build and manage their wealth through online investing, financial planning, and wealth management — founded by Sallie Krawcheck. Now managing $2 billion in client assets. Let's get more money in the hands of women.","Personal Finance, Investment Advice, Software, and Portfolio Management",<function <lambda> at 0x7ea4e77326b0>,127,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,New York,NY,+1-983-560-3375x30912,https://www.linkedin.com/company/ellevest,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Stenn,https://www.linkedin.com/company/stenn-financial-services,"Stenn was founded to support businesses under-served by traditional financial systems. We’re making financial expertise, technology and funding more available than it’s ever been. Because every business should have fast access to the working capital they need. We’re constantly evolving—innovating to meet the needs of modern businesses, and exploring new avenues for our growth, and yours. Welcome to the future of business finance. Where nothing stands between you and your ambitions.","Trade Finance, Accounts Receivable Finance, International Trade, Supply Chain Finance, Working Capital, Exporter Finance, Importer Finance, Factoring, Global Trade, Invoice Finance, Technology, Digital Trade Finance, E-Commerce Finance, Revenue-Based Financing, and Fintech",<function <lambda> at 0x7ea4e77326b0>,322,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,12th floor,Th,+1-983-560-3375x30912,https://www.linkedin.com/company/stenn-financial-services,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Bombora,https://www.linkedin.com/company/bomboradata,"Bombora is the leading provider of Intent data for B2B sales and marketing. Bombora's data aligns marketing and sales teams, enabling them to base their actions on the knowledge of which businesses are actively researching what products, and the intensity of that research. Using this information, marketers can drive more qualified demand through the funnel, while sales teams can better prioritize accounts and have higher quality conversations. The source of this data is the first co-operative of 5,000+ premium B2B media companies. Members contribute content consumption and behavioral data about their audiences that are aggregated into over 10,000+ Intent topics. In turn, they can better understand their audiences, serve advertisers and monetize their inventory.","B2B, Programmatic, Data Solutions, Big Data, Intent data, Sales, and Marketing",<function <lambda> at 0x7ea4e77326b0>,210,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,419 Park Ave South,12,+1-983-560-3375x30912,https://www.linkedin.com/company/bomboradata,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Cobalt,https://www.linkedin.com/company/cobalt_io,"Cobalt combines talent and technology to provide offensive security testing for organizations to remediate risk across a dynamically changing attack surface. The innovators of Pentest as a Service, Cobalt empowers businesses to optimize their existing testing resources, access an on-demand community of trusted security experts, expedite remediation cycles, and share real-time updates and progress with internal teams to mitigate future risk.","Web security, Vulnerability management, Application security, Web Application Security, Mobile Application Security, API Security, pentesting, and pentesting as a service",<function <lambda> at 0x7ea4e77326b0>,449,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,575 Market St,4t,+1-983-560-3375x30912,https://www.linkedin.com/company/cobalt_io,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Servoy,https://www.linkedin.com/company/servoy,"Servoy is the fastest and coolest way to develop and deploy cloud-based business applications anywhere and on any device. We serve ISVs that want to deliver compelling, dynamic business apps that are as easy and intuitive as any smartphone application. Our tools are enterprise-grade but still intuitive, leverage existing development skills and fuel creativity. Developers will pick them up in days, not weeks or months. With Servoy, agile development is a given and we've added agile deployment on top of that. With Servoy, you develop once and deploy anywhere - from desktops to smartphones. We let you build once and deploy for wherever your customers and their apps are - whether they're still on-premise or ready for the cloud. Our built-in multi-tenancy enables SaaS and the metering support makes flexible pricing and freemium models easy to do.","Agile, Cloud Computing, Platform as a Service (PaaS), Rapid Application Development, Software as a Service (SaaS), Deployment, Integration, Mobile development, Mobile Platform, and Business Applications",<function <lambda> at 0x7ea4e77326b0>,61,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,Fred. Roeskestraat 97c,Am,+1-983-560-3375x30912,https://www.linkedin.com/company/servoy,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
BrightInsight,https://www.linkedin.com/company/brightinsight-inc,"For life sciences companies pursuing digital transformation, we offer the leading technology to rapidly develop, launch, and scale digital solutions. Our cloud-based platform is the trusted foundation for companion apps, algorithms, connected combination products, healthcare provider interfaces and other Software as a Medical Device (SaMD). Our customers partner with BrightInsight to differentiate their therapies and harness unique real-world data to drive measurable value. With a track record of successful product launches that yield business and clinical ROI for top life sciences companies’ flagship brands in their largest markets, BrightInsight is the proven leader in this space.","Digital Health, Software as a Service, Software as a Medical Device, SaMD, Patient App, Life Sciences, Medtech, and SaaS",<function <lambda> at 0x7ea4e77326b0>,171,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,6201 America Center Drive,Sa,+1-983-560-3375x30912,https://www.linkedin.com/company/brightinsight-inc,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
